,instructor,course,term,avg_grade,avg_hours,student_learning_rating,course_structure_rating,class_environment_rating,num_enrolled,resp_rate
40,"Pitt, Richard Norris",SOCI 133E - Sociology of Race & Ethnicity (A00),WI24,3.21,4.91,4.85,4.66,4.78,44,0.5
41,"Ruiz, Jonathan Joseph",SOCI 135 - Medical Sociology (A00),SP24,3.47,3.24,4.63,4.53,4.6,52,0.32689999999999997
42,"Payne, Christine Anna",SOCI 135 - Medical Sociology (A00),FA23,3.89,5.34,4.62,4.58,4.7,138,0.2101
43,"Payne, Christine Anna",SOCI 135 - Medical Sociology (A00),S223,3.89,6.88,4.73,4.81,4.84,50,0.16
44,"Ruiz, Jonathan Joseph",SOCI 136 - Data and Society (A00),SP24,3.5,3.11,4.48,4.42,4.6,54,0.3333
45,"Gong, Neil M",SOCI 136F - Soc/Mental Illness/Contemp Soc (A00),FA23,3.17,5.63,4.47,4.03,4.45,69,0.46380000000000005
46,"Ruiz, Jonathan Joseph",SOCI 138 - Genetics and Society (A00),WI24,3.32,3.40,4.51,4.48,4.58,71,0.2817
47,"Ruiz, Jonathan Joseph",SOCI 138 - Genetics and Society (A00),FA23,3.32,5.39,4.52,4.44,4.66,120,0.31670000000000004
48,"Navon, Daniel",SOCI 138GS - Genetics and Society (A00),S123,3.68,7.50,4.75,4.81,4.75,20,0.2
49,"Ribas Norris, Janet Vanesa","SOCI 139 - Socl Inequal:Class,Race,Gender (A00)",SP24,3.58,4.42,4.35,4.2,4.47,69,0.44930000000000003
50,"Crofts, Christine","SOCI 139 - Socl Inequal:Class,Race,Gender (A00)",WI24,3.95,2.69,4.59,4.77,4.83,74,0.3514
51,"Estefan, Michel",SOCI 140J - Sociology of Social Justice (A00),SP24,3.45,4.69,4.75,4.71,4.77,119,0.9244
52,"Estefan, Michel",SOCI 140J - Sociology of Social Justice (A00),SP23,3.54,5.62,4.7,4.66,4.83,75,0.9733
53,"Summers, Valerie R.",SOCI 141 - Crime And Society (A00),FA23,2.91,5.47,4.55,4.54,4.73,134,0.23879999999999998
54,"Crofts, Christine",SOCI 142 - Social Deviance (A00),SP24,3.89,3.26,4.62,4.67,4.67,74,0.31079999999999997
55,"Rogers, Julia Ellen",SOCI 143 - Suicide (A00),WI24,3.58,4.43,4.0,3.84,3.75,71,0.1972
56,"Estefan, Michel",SOCI 144P - Sociology of Policing (A00),WI24,3.52,4.40,4.84,4.76,4.8,92,0.9348000000000001
57,"Gonzalez Paz Paredes, Camila",SOCI 145 - Violence and Society (A00),S123,3.14,8.00,4.55,4.3,4.55,29,0.1724
58,"Summers, Valerie R.",SOCI 146 - Criminal Punishment (A00),SP24,3.49,4.50,4.62,4.64,4.81,128,0.125
59,"Payne, Christine Anna",SOCI 148 - Political Sociology (A00),WI24,3.73,4.94,4.71,4.63,4.67,137,0.2409
60,"Payne, Christine Anna",SOCI 148 - Political Sociology (A00),FA23,3.73,6.67,4.8,4.82,4.81,83,0.2892
61,"Calderon-Zaks, Michael Aar",SOCI 148E - Inequality and Jobs (A00),FA23,3.61,5.37,4.15,4.03,4.32,48,0.875
62,"Alvarez, Camila Huerta",SOCI 149 - Sociology of the Environment (A00),WI24,3.65,4.45,4.11,4.34,4.55,31,0.35479999999999995
63,"Victoria Torres, Pablo",SOCI 150 - Madness and the Movies (A00),WI24,4.0,2.48,4.68,4.73,4.74,47,0.5745
64,"Calderon-Zaks, Michael Aar",SOCI 151 - Social Movements (A),SP23,,3.81 (A-),5.0,-1.0,-1.0,-1,-0.01
65,"Calderon-Zaks, Michael Aar",SOCI 151 - Social Movements (A),WI23,,3.70 (B+),4.23,-1.0,-1.0,-1,-0.01
66,"Calderon-Zaks, Michael Aar",SOCI 151 - Social Movements (A),SP22,,3.73 (A-),3.52,-1.0,-1.0,-1,-0.01
67,"Goldman, Harvey Stern",SOCI 151 - Social Movements (A),FA20,,2.85 (B-),4.77,-1.0,-1.0,-1,-0.01
68,"Goldman, Harvey Stern",SOCI 151 - Social Movements (A),FA19,,3.36 (B+),3.75,-1.0,-1.0,-1,-0.01
69,"Goldman, Harvey Stern",SOCI 151 - Social Movements (A),FA18,,3.09 (B),4.04,-1.0,-1.0,-1,-0.01
70,"Shmaryahu Yeshurun, Yael",SOCI 153 - Urban Sociology (A00),WI24,3.7,3.86,3.96,3.92,4.32,41,0.6829000000000001
71,"Ostovany, Khashayar",SOCI 154 - Religious Institutions/America (A00),WI24,3.63,5.18,4.68,4.72,4.95,17,0.6470999999999999
72,"Ostovany, Khashayar",SOCI 156 - Sociology of Religion (A00),SP24,3.64,5.54,4.46,4.29,4.54,37,0.7027
73,"Jules-Rosette, Bennetta W.",SOCI 157 - Religion/Contemporary Society (A00),SP24,3.51,6.50,4.41,4.63,4.52,12,0.6667000000000001
74,"Jules-Rosette, Bennetta W.",SOCI 157 - Religion/Contemporary Society (B00),S223,4.0,6.25,5.0,5.0,5.0,33,0.12119999999999999
75,"Ostovany, Khashayar",SOCI 158 - Islam in the Modern World (A00),WI24,3.31,4.25,4.03,4.06,4.26,22,0.3636
76,"Estefan, Michel",SOCI 159 - Spec Top/Soc/Organztns&Institn (A00),SP24,3.38,4.90,4.76,4.71,4.79,111,0.9009
77,"Weinreb, Brad Allen",SOCI 159 - Spec Top/Soc/Organztns&Institn (A00),WI24,3.62,5.57,4.68,4.59,4.7,30,0.23329999999999998
78,"Estefan, Michel",SOCI 159 - Spec Top/Soc/Organztns&Institn (A00),SP23,3.38,5.90,4.72,4.65,4.76,66,0.9242
79,"Payne, Christine Anna",SOCI 160 - Sociology of Culture (A00),WI24,3.42,5.63,4.78,4.68,4.84,64,0.2969
80,"Medvetz, Thomas Matthew",SOCI 160 - Sociology of Culture (A00),FA23,3.29,5.00,4.42,4.58,4.75,17,0.3529
81,"Ng, Kwai",SOCI 160E - Law and Culture (A),S121,,3.13 (B),4.0,-1.0,-1.0,-1,-0.01
82,"Ng, Kwai",SOCI 160E - Law and Culture (A),S120,,3.27 (B),6.64,-1.0,-1.0,-1,-0.01
83,"Ng, Kwai",SOCI 160E - Law and Culture (A),S119,,3.05 (B),7.0,-1.0,-1.0,-1,-0.01
84,"Ng, Kwai",SOCI 160E - Law and Culture (A),S118,,3.40 (B+),3.07,-1.0,-1.0,-1,-0.01
85,"Ng, Kwai",SOCI 160E - Law and Culture (A),FA17,,3.55 (B+),3.23,-1.0,-1.0,-1,-0.01
86,"Lee, Jack Jin Gary",SOCI 160E - Law and Culture (A),FA15,,3.34 (B+),6.37,-1.0,-1.0,-1,-0.01
87,"Tirshfield, Jeffrey T",SOCI 160E - Law and Culture (A),FA14,,-1,6.79,-1.0,-1.0,-1,-0.01
88,"Ng, Kwai",SOCI 160E - Law and Culture (A),S114,,3.30 (B+),5.17,-1.0,-1.0,-1,-0.01
89,"Ng, Kwai",SOCI 160E - Law and Culture (A),WI14,,3.61 (B+),4.35,-1.0,-1.0,-1,-0.01
90,"Ng, Kwai",SOCI 160E - Law and Culture (A),S113,,3.58 (B+),8.9,-1.0,-1.0,-1,-0.01
91,"Ng, Kwai",SOCI 160E - Law and Culture (A),WI13,,3.77 (A-),6.23,-1.0,-1.0,-1,-0.01
92,"Ng, Kwai",SOCI 160E  - Law and Culture                (A),S212,,3.52 (B+),6.5,-1.0,-1.0,-1,-0.01
93,"Ng, Kwai",SOCI 160E  - Law and Culture                (A),S111,,3.20 (B),7.77,-1.0,-1.0,-1,-0.01
94,"Ng, Kwai",SOCI 160E  - Law and Culture                (A),FA10,,3.10 (B),5.38,-1.0,-1.0,-1,-0.01
95,"Arnal, Maud Marie Leonie",SOCI 161 - Sociology of the Life Course (A00),SP24,3.51,5.00,4.74,4.77,4.81,28,0.2857
96,"Holkenbrink-Monk, Charlene",SOCI 162 - Popular Culture (A00),SP24,3.54,4.50,4.83,4.83,4.88,49,0.24489999999999998
97,"Rogers, Julia Ellen",SOCI 162 - Popular Culture (A00),FA23,3.32,5.00,4.24,4.14,4.38,51,0.3529
98,"Fitzgerald, David S",SOCI 163 - Migration and the Law (A00),FA23,3.09,5.83,4.4,4.46,4.54,36,0.3333
99,"Rona-Tas, Akos",SOCI 165 - Predicting the Future (A00),SP24,3.71,3.59,4.21,4.18,4.31,69,0.2464
100,"Hellman, Jacob",SOCI 166 - Sociology of Knowledge (A),FA22,,3.18 (B),5.86,-1.0,-1.0,-1,-0.01
101,"Lampland, Martha",SOCI 166 - Sociology of Knowledge (A),FA20,,-1,8.5,-1.0,-1.0,-1,-0.01
102,"Lampland, Martha",SOCI 166 - Sociology of Knowledge (A),WI19,,-1,4.5,-1.0,-1.0,-1,-0.01
103,"Lampland, Martha",SOCI 166 - Sociology of Knowledge         (A),SP10,,2.79 (B-),3.7,-1.0,-1.0,-1,-0.01
104,"Lampland, Martha",SOCI 170 - Gender and Science (A00),WI24,3.45,4.50,4.88,4.38,4.4,12,0.3333
105,"Thorpe, Charles Robert",SOCI 171 - Technology and Society (A00),SP24,2.87,5.50,3.88,3.69,4.13,16,0.25
106,"Thorpe, Charles Robert",SOCI 171 - Technology and Society (A00),SP23,2.94,7.50,4.09,3.55,4.02,23,0.6087
107,"Rona-Tas, Akos",SOCI 172 - Films And Society (A00),FA23,3.65,6.25,4.69,4.25,4.48,36,0.22219999999999998
108,"Crofts, Christine","SOCI 173 - Soc/Health, Illness, Medicine (A00)",SP24,3.96,2.74,4.61,4.66,4.7,119,0.2605
109,"Shafir, Gershon",SOCI 174 - Human Rights I: Introduction (A00),WI24,3.36,7.09,3.91,3.98,4.3,45,0.2444
110,"Calderon-Zaks, Michael Aar",SOCI 175 - Nationality and Citizenship (A00),WI24,3.75,3.84,4.31,4.32,4.49,74,0.7837999999999999
111,"Ostovany, Khashayar",SOCI 180 - Social Movemnts&Social Protest (A00),SP24,3.34,4.77,4.32,4.35,4.47,32,0.8125
112,"Calderon-Zaks, Michael Aar",SOCI 180 - Social Movemnts&Social Protest (A00),WI24,3.76,3.84,4.3,4.25,4.51,56,0.7679
113,"Sutton, April Marie",SOCI 183 - Geography/American Opportunity (A00),SP24,3.72,6.25,4.44,4.56,4.55,23,0.3478
114,"Placek, Karolina Liba",SOCI 184 - Gender and Film (A),WI21,,3.51 (B+),3.9,-1.0,-1.0,-1,-0.01
115,"Livingstone, Stacey Bryley",SOCI 184 - Gender and Film (A),S120,,3.93 (A-),3.61,-1.0,-1.0,-1,-0.01
116,"Crowder, Catherine Anne",SOCI 184 - Gender and Film (A),FA19,,-1,6.5,-1.0,-1.0,-1,-0.01
117,"Livingstone, Stacey Bryley",SOCI 184 - Gender and Film (A),S119,,3.52 (B+),9.17,-1.0,-1.0,-1,-0.01
118,"Livingstone, Stacey Bryley",SOCI 184 - Gender and Film (A),FA18,,3.59 (B+),5.83,-1.0,-1.0,-1,-0.01
119,"McVey, Cristin M",SOCI 184 - Gender and Film (A),WI17,,3.09 (B),3.33,-1.0,-1.0,-1,-0.01
120,"Lawston, Jodie M",SOCI 184 - Gender and Film (A),WI16,,3.86 (A-),3.7,-1.0,-1.0,-1,-0.01
121,"Klatch, Rebecca",SOCI 184 - Gender and Film (A),FA14,,2.41 (C+),3.75,-1.0,-1.0,-1,-0.01
122,"Klatch, Rebecca",SOCI 184   - Gender and Film                (A),S112,,2.30 (C+),8.1,-1.0,-1.0,-1,-0.01
123,"Klatch, Rebecca",SOCI 184   - Gender and Film                (A),S111,,2.51 (C+),7.75,-1.0,-1.0,-1,-0.01
124,"Klatch, Rebecca",SOCI 184   - Gender and Film                (A),WI11,,2.46 (C+),3.41,-1.0,-1.0,-1,-0.01
125,"Klatch, Rebecca",SOCI 184 - Gender and Film                (A),FA09,,-1,2.81,-1.0,-1.0,-1,-0.01
126,"Kohler, Kristopher M.",SOCI 185 - Globalization & Social Develop (A00),SP24,3.21,6.33,4.92,4.5,5.0,11,0.2727
127,"Andrews, Abigail Leslie",SOCI 188 - Field Research in Migrant Comm (A),WI22,,3.75 (A-),10.79,-1.0,-1.0,-1,-0.01
128,"Andrews, Abigail Leslie",SOCI 188 - Field Research in Migrant Comm (A),WI21,,3.88 (A-),8.25,-1.0,-1.0,-1,-0.01
129,"Andrews, Abigail Leslie",SOCI 188 - Field Research in Migrant Comm (A),WI20,,3.85 (A-),11.3,-1.0,-1.0,-1,-0.01
130,"Kokinis, Troy Andreas",SOCI 188D - Latin Amer: Society & Politics (A00),SP24,3.65,4.00,4.45,4.21,4.56,27,0.3704
131,"Ribeiro Fernandes Da Silva, Germano",SOCI 188D - Latin Amer: Society & Politics (A00),S223,3.55,8.33,4.92,4.75,4.5,16,0.1875
132,"Jules-Rosette, Bennetta W.",SOCI 188E - Community&Social Change/Africa (A00),WI24,3.73,5.29,3.44,3.54,3.61,21,0.3333
133,"Ribas Norris, Janet Vanesa",SOCI 189GS - Making of a Modern Colony (A00),S123,3.98,5.00,4.1,3.65,4.22,15,0.3333
134,"Ribas Norris, Janet Vanesa",SOCI 190GS - Contemporary Politics in PR (A00),S123,4.0,5.00,4.35,4.05,4.26,15,0.3333
135,"Shafir, Gershon",SOCI 196A - Honors Sem:Adv Studies/Soc (A00),FA23,4.0,8.33,4.83,4.82,4.64,8,0.375
136,"Van Den Einde, Yael Dahlia",SE 1 - Intro. to Structures & Design (A00),WI24,3.4,8.16,4.58,4.42,4.68,191,0.555
137,"Yarahuaman Chamorro, Axel Arnold",SE 3 - Graphical Comm for Eng Design (A00),SP24,3.52,12.27,4.1,3.89,4.3,211,0.40759999999999996
138,"Kuester, Falko",SE 9 - Algorithms&Programming for SE (A00),SP24,3.78,4.86,4.09,4.18,4.47,87,0.32180000000000003
139,"Kuester, Falko",SE 9 - Algorithms&Programming for SE (A00),WI24,3.76,6.40,3.86,3.89,4.59,68,0.1618
140,"Batista, Izabela Cristina",SE 9 - Algorithms&Programming for SE (A00),S223,3.08,8.46,4.4,4.35,4.62,39,0.3333
141,"Chadha, Mayank",SE 101A - Mechanics I: Statics (A00),WI24,3.16,9.05,4.34,4.25,4.51,70,0.2857
142,"Morrison, Machel Leigh",SE 101A - Mechanics I: Statics (A00),FA23,1.98,8.94,4.49,4.14,4.22,113,0.5841
143,"Suarez, Sergio",SE 101A - Mechanics I: Statics (A00),S123,2.61,9.00,4.6,4.7,4.58,18,0.2778
144,"Kosmatka, John B",SE 101B - Mechanics II: Dynamics (A00),SP24,2.77,10.56,3.92,4.0,4.34,62,0.1452
145,"Kosmatka, John B",SE 101B - Mechanics II: Dynamics (A00),WI24,3.16,9.85,3.86,3.58,3.46,76,0.3553
146,"Zhu, Qiang",SE 101C - Mechanics III: Vibrations (A00),FA23,2.95,7.25,3.77,3.74,4.15,151,0.1325
147,"Batista, Izabela Cristina",SE 101C - Mechanics III: Vibrations (A00),S123,2.82,9.41,4.28,4.07,4.45,24,0.7083
148,"Jandaghi Semnani, Shabnam",SE 102 - Intro. to Computing for Eng. (A00),WI24,3.09,7.56,3.84,3.8,4.29,132,0.8484999999999999
149,"Van Den Einde, Yael Dahlia",SE 103 - Conceptual Structural Design (A00),WI24,2.9,11.30,4.29,4.06,4.41,132,0.5
150,"Qiao, Yu",SE 105 - Structural Materials (A00),SP24,3.18,8.39,4.25,4.17,4.42,105,0.2952
151,"Qiao, Yu",SE 105 - Structural Materials (A00),FA23,3.13,8.57,4.61,4.21,4.46,26,0.26920000000000005
152,"Asaro, Robert J",SE 110A - Solid Mechanics I (A00),SP24,2.77,9.00,1.98,2.52,3.15,51,0.2157
153,"Asaro, Robert J",SE 110A - Solid Mechanics I (A00),WI24,2.85,7.61,2.45,2.81,3.72,80,0.41250000000000003
154,"Zare Hosseinzadeh, Ali",SE 110A - Solid Mechanics I (B00),S123,2.83,6.00,4.45,4.45,4.65,8,0.625
155,"Zhu, Qiang",SE 110B - Solid Mechanics II (A00),SP24,2.99,5.43,4.42,4.32,4.43,87,0.2644
156,"Lanza Di Scalea, Francesco",SE 110B - Solid Mechanics II (B00),WI24,3.11,7.42,4.85,4.79,4.73,14,0.8571
157,"Zare Hosseinzadeh, Ali",SE 110B - Solid Mechanics II (A00),S223,2.53,6.25,3.96,3.99,4.45,35,0.5714
158,"Zhu, Qiang",SE 115 - Fluid Mechanics/Structural Eng (A00),WI24,3.02,5.45,4.03,4.07,4.19,165,0.2727
159,"Conte, Joel P","SE 125 - Stats, Probability&Reliability (A00)",FA23,3.03,9.17,3.97,4.05,4.51,170,0.2118
160,"Loh, Kenneth J. H.",SE 130A - Structural Analysis I (A00),WI24,2.82,6.25,3.22,2.55,3.61,26,0.30770000000000003
161,"Loh, Kenneth J. H.",SE 130A - Structural Analysis I (A00),FA23,2.82,8.70,4.23,3.7,4.17,150,0.1533
162,"Lai, Chin-Ta",SE 130A - Structural Analysis I (A00),S123,2.31,9.09,4.45,4.45,4.58,11,1.0
163,"Chadha, Mayank",SE 130B - Structural Analysis II (A00),SP24,2.8,9.96,3.82,3.79,4.25,143,0.6923
164,"Godinez Hernandez, Sergio Eduardo",SE 130B - Structural Analysis II (A00),S223,2.03,8.57,4.79,4.85,4.86,11,0.6364
165,"Krysl, Petr",SE 131A - Finite Element Analysis (A00),SP24,2.95,8.56,3.62,3.52,4.17,162,0.2531
166,"Krysl, Petr",SE 131B - Finite Element Analysis: Beam (A00),FA23,2.87,10.00,3.46,3.09,4.04,111,0.1081
167,"Chen, Jiun-Shyan",SE 132 - Machine Learning for SE (A00),SP24,3.62,8.67,4.88,4.79,4.65,17,0.3529
168,"Uang, Chia-Ming",SE 140A - Design of Civil Structures I (A00),WI24,2.74,13.40,4.6,4.43,4.53,79,0.1266
169,"Restrepo, Jose",SE 140B - Design of Civil Structures II (A00),SP24,3.6,11.44,4.74,4.47,4.82,75,0.12
170,"Tehrani, Mehran",SE 142 - Mech/Design Composite Str (A00),FA23,2.55,9.41,4.16,3.79,4.38,42,0.4048
171,"Kim, Hyonny",SE 143A - Aerospace Structural Design I (A),WI23,,3.65 (B+),11.7,-1.0,-1.0,-1,-0.01
172,"Kosmatka, John B",SE 143A - Aerospace Structural Design I (A),WI22,,-1,13.5,-1.0,-1.0,-1,-0.01
173,"Kim, Hyonny",SE 143A - Aerospace Structural Design I (A),WI20,,3.73 (A-),11.83,-1.0,-1.0,-1,-0.01
174,"Kosmatka, John B",SE 143A - Aerospace Structural Design I (A),WI20,,3.73 (A-),11.83,-1.0,-1.0,-1,-0.01
175,"Kim, Hyonny",SE 143A - Aerospace Structural Design I (B),WI19,,3.28 (B),18.9,-1.0,-1.0,-1,-0.01
176,"Kim, Hyonny",SE 143A - Aerospace Structural Design I (B),WI18,,3.29 (B),14.9,-1.0,-1.0,-1,-0.01
177,"Kosmatka, John B",SE 143A - Aerospace Structural Design I (B),WI18,,3.29 (B),14.9,-1.0,-1.0,-1,-0.01
178,"Kim, Hyonny",SE 143A - Aerospace Structural Design I (A),WI17,,3.55 (B+),12.82,-1.0,-1.0,-1,-0.01
179,"Kosmatka, John B",SE 143A - Aerospace Structural Design I (A),WI17,,3.55 (B+),12.82,-1.0,-1.0,-1,-0.01
180,"Tehrani, Mehran",SE 143B - Aerospace Structural Design II (A00),SP24,3.79,17.13,4.72,4.59,4.69,29,0.5172
181,"Uang, Chia-Ming",SE 150A - Design of Steel Structures I (A00),SP24,3.02,8.40,4.81,4.65,4.7,120,0.8583
182,"Lee, Hooseok",SE 150A - Design of Steel Structures (A00),S223,2.57,8.64,4.23,4.14,4.5,14,0.7857
183,"Uang, Chia-Ming",SE 150A - Design of Steel Structures I (A00),SP24,3.02,8.40,4.81,4.65,4.7,120,0.8583
184,"Lee, Hooseok",SE 150A - Design of Steel Structures (A00),S223,2.57,8.64,4.23,4.14,4.5,14,0.7857
185,"Morrison, Machel Leigh",SE 150B - Design of Steel Structures II (A00),SP24,2.46,7.80,4.7,4.56,4.24,19,0.5263
186,"Shing, P. Benson",SE 151A - Design of Reinforced Concrete (A00),WI24,1.97,13.11,3.72,3.28,4.03,83,0.1084
187,"Tsampras, Georgios",SE 151B - Design of Prestressed Concrete (A),SP23,,3.09 (B),8.82,-1.0,-1.0,-1,-0.01
188,"Tsampras, Georgios",SE 151B - Design of Prestressed Concrete (A),SP22,,2.72 (B-),10.25,-1.0,-1.0,-1,-0.01
189,"Tsampras, Georgios",SE 151B - Design of Prestressed Concrete (A),SP21,,3.24 (B),8.28,-1.0,-1.0,-1,-0.01
190,"Megally, Sami Hanna",SE 151B - Design of Prestressed Concrete (A),SP20,,3.72 (A-),11.31,-1.0,-1.0,-1,-0.01
191,"Megally, Sami Hanna",SE 151B - Design of Prestressed Concrete (A),SP19,,3.51 (B+),7.75,-1.0,-1.0,-1,-0.01
192,"Megally, Sami Hanna",SE 151B - Design of Prestressed Concrete (A),SP18,,3.32 (B+),9.13,-1.0,-1.0,-1,-0.01
193,"Megally, Sami Hanna",SE 151B - Design of Prestressed Concrete (C),SP17,,3.07 (B),8.5,-1.0,-1.0,-1,-0.01
194,"Megally, Sami Hanna",SE 151B - Design of Prestressed Concrete (A),SP16,,2.99 (B-),9.17,-1.0,-1.0,-1,-0.01
195,"Megally, Sami Hanna",SE 151B - Design of Prestressed Concrete (B),SP15,,3.15 (B),10.5,-1.0,-1.0,-1,-0.01
196,"Shing, P. Benson",SE 151B - Design of Prestressed Concrete (A),SP14,,2.70 (C+),10.74,-1.0,-1.0,-1,-0.01
197,"Shing, P. Benson",SE 151B - Design of Prestressed Concrete (A),SP13,,2.79 (B-),8.58,-1.0,-1.0,-1,-0.01
198,"Shing, P. Benson",SE 151B  - Design of Prestressed Concrete (A),SP12,,2.28 (C),11.41,-1.0,-1.0,-1,-0.01
199,"Shing, P. Benson",SE 151B  - Design of Prestressed Concrete (A),SP11,,2.50 (C+),11.28,-1.0,-1.0,-1,-0.01
200,"Shing, P. Benson",SE 151B  - Design of Prestressed Concrete (A),SP10,,2.43 (C+),9.09,-1.0,-1.0,-1,-0.01
201,"Shing, P. Benson",SE 151B  - Design of Structural Concrete  (A),SP09,,2.59 (C+),9.74,-1.0,-1.0,-1,-0.01
